#ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
uniprotkb:Q9Y2D8	uniprotkb:B1AY10	intact:EBI-2212028|uniprotkb:B4DFE3|uniprotkb:J3KR02|uniprotkb:A8K8W0|uniprotkb:D3DT13|uniprotkb:Q6P2P8|uniprotkb:Q6ULS1|uniprotkb:Q7L168|uniprotkb:Q9UIX0|intact:EBI-10964529	intact:EBI-11707102|uniprotkb:Q3U2A7|uniprotkb:Q3UK95|uniprotkb:Q3UMW1|uniprotkb:Q7TPT4|uniprotkb:Q8CC59|uniprotkb:Q9DBC8|uniprotkb:Q9JKW7	psi-mi:adip_human(display_long)|uniprotkb:SSX2IP(gene name)|psi-mi:SSX2IP(display_short)|uniprotkb:KIAA0923(gene name synonym)|uniprotkb:Afadin DIL domain-interacting protein(gene name synonym)|uniprotkb:SSX2-interacting protein(gene name synonym)	psi-mi:nfx1_mouse(display_long)|uniprotkb:Nfx1(gene name)|psi-mi:Nfx1(display_short)|uniprotkb:Nuclear transcription factor, X box-binding protein 1(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Kurtulmus et al. (2016)	pubmed:26675238|imex:IM-25299	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:10090(mouse)|taxid:10090(Mus musculus)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-11695166|imex:IM-25299-9	intact-miscore:0.35
uniprotkb:Q12986	uniprotkb:P14136	intact:EBI-2130062|uniprotkb:A8K6H8|uniprotkb:Q5VXW6|uniprotkb:Q96EL5|uniprotkb:Q9BXI1	intact:EBI-744302|uniprotkb:Q53H98|uniprotkb:Q5D055|uniprotkb:Q6ZQS3|uniprotkb:Q7Z5J6|uniprotkb:Q7Z5J7|uniprotkb:Q96KS4|uniprotkb:Q96P18|uniprotkb:Q9UFD0|uniprotkb:B2RD44|uniprotkb:D3DX59|intact:EBI-3909365|uniprotkb:E9PAX3	psi-mi:nfx1_human(display_long)|uniprotkb:NFX2(gene name synonym)|uniprotkb:Nuclear transcription factor, X box-binding protein 1(gene name synonym)|uniprotkb:NFX1(gene name)|psi-mi:NFX1(display_short)	psi-mi:gfap_human(display_long)|uniprotkb:GFAP(gene name)|psi-mi:GFAP(display_short)	psi-mi:"MI:1356"(validated two hybrid)	Haenig et al. (2020)	pubmed:32814053|imex:IM-28217|doi:10.1016/j.celrep.2020.108050	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-26167909|imex:IM-28217-91343	intact-miscore:0.56
uniprotkb:Q12986	uniprotkb:P28799	intact:EBI-2130062|uniprotkb:A8K6H8|uniprotkb:Q5VXW6|uniprotkb:Q96EL5|uniprotkb:Q9BXI1	intact:EBI-747754|uniprotkb:Q9UCH0|uniprotkb:Q53Y88|uniprotkb:Q540U8|uniprotkb:D3DX55|uniprotkb:P23781|uniprotkb:P23782|uniprotkb:P23783|uniprotkb:P23784|uniprotkb:Q9BWE7|uniprotkb:Q53HQ8|uniprotkb:Q9H8S1	psi-mi:nfx1_human(display_long)|uniprotkb:NFX2(gene name synonym)|uniprotkb:Nuclear transcription factor, X box-binding protein 1(gene name synonym)|uniprotkb:NFX1(gene name)|psi-mi:NFX1(display_short)	psi-mi:grn_human(display_long)|uniprotkb:Acrogranin(gene name synonym)|uniprotkb:Epithelin precursor(gene name synonym)|uniprotkb:Glycoprotein of 88 Kda(gene name synonym)|uniprotkb:Granulin precursor(gene name synonym)|uniprotkb:PC cell-derived growth factor(gene name synonym)|uniprotkb:Proepithelin(gene name synonym)|uniprotkb:GRN(gene name)|psi-mi:GRN(display_short)	psi-mi:"MI:1356"(validated two hybrid)	Haenig et al. (2020)	pubmed:32814053|imex:IM-28217|doi:10.1016/j.celrep.2020.108050	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-26170356|imex:IM-28217-91611	intact-miscore:0.56
uniprotkb:Q12986	uniprotkb:P02545	intact:EBI-2130062|uniprotkb:A8K6H8|uniprotkb:Q5VXW6|uniprotkb:Q96EL5|uniprotkb:Q9BXI1	intact:EBI-351935|uniprotkb:D6RAQ3|uniprotkb:Q5I6Y4|uniprotkb:Q5I6Y6|uniprotkb:Q6UYC3|uniprotkb:Q5TCJ2|uniprotkb:Q5TCJ3|uniprotkb:D3DVB0|uniprotkb:B4DI32|uniprotkb:E7EUI9|uniprotkb:P02546|uniprotkb:Q969I8|uniprotkb:Q96JA2	psi-mi:nfx1_human(display_long)|uniprotkb:NFX2(gene name synonym)|uniprotkb:Nuclear transcription factor, X box-binding protein 1(gene name synonym)|uniprotkb:NFX1(gene name)|psi-mi:NFX1(display_short)	psi-mi:lmna_human(display_long)|uniprotkb:LMNA(gene name)|psi-mi:LMNA(display_short)|uniprotkb:LMN1(gene name synonym)	psi-mi:"MI:1356"(validated two hybrid)	Haenig et al. (2020)	pubmed:32814053|imex:IM-28217|doi:10.1016/j.celrep.2020.108050	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-26184546|imex:IM-28217-67417	intact-miscore:0.56
uniprotkb:Q12986	uniprotkb:G5E9A7	intact:EBI-2130062|uniprotkb:A8K6H8|uniprotkb:Q5VXW6|uniprotkb:Q96EL5|uniprotkb:Q9BXI1	intact:EBI-10976677	psi-mi:nfx1_human(display_long)|uniprotkb:NFX2(gene name synonym)|uniprotkb:Nuclear transcription factor, X box-binding protein 1(gene name synonym)|uniprotkb:NFX1(gene name)|psi-mi:NFX1(display_short)	psi-mi:g5e9a7_human(display_long)|uniprotkb:DMWD(gene name)|psi-mi:DMWD(display_short)|uniprotkb:hCG_2039154(orf name)	psi-mi:"MI:1356"(validated two hybrid)	Haenig et al. (2020)	pubmed:32814053|imex:IM-28217|doi:10.1016/j.celrep.2020.108050	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-26152667|imex:IM-28217-80235	intact-miscore:0.56
uniprotkb:Q12986	uniprotkb:Q86WV8	intact:EBI-2130062|uniprotkb:A8K6H8|uniprotkb:Q5VXW6|uniprotkb:Q96EL5|uniprotkb:Q9BXI1	intact:EBI-12806590	psi-mi:nfx1_human(display_long)|uniprotkb:NFX2(gene name synonym)|uniprotkb:Nuclear transcription factor, X box-binding protein 1(gene name synonym)|uniprotkb:NFX1(gene name)|psi-mi:NFX1(display_short)	psi-mi:q86wv8_human(display_long)|uniprotkb:TSC1(gene name)|psi-mi:TSC1(display_short)	psi-mi:"MI:1356"(validated two hybrid)	Haenig et al. (2020)	pubmed:32814053|imex:IM-28217|doi:10.1016/j.celrep.2020.108050	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-26202815|imex:IM-28217-45771	intact-miscore:0.56
uniprotkb:Q12986	uniprotkb:Q7Z699	intact:EBI-2130062|uniprotkb:A8K6H8|uniprotkb:Q5VXW6|uniprotkb:Q96EL5|uniprotkb:Q9BXI1	intact:EBI-5235340|uniprotkb:B2RPJ8|uniprotkb:Q05D53|uniprotkb:Q8N256	psi-mi:nfx1_human(display_long)|uniprotkb:NFX2(gene name synonym)|uniprotkb:Nuclear transcription factor, X box-binding protein 1(gene name synonym)|uniprotkb:NFX1(gene name)|psi-mi:NFX1(display_short)	psi-mi:spre1_human(display_long)|uniprotkb:SPRED1(gene name)|psi-mi:SPRED1(display_short)	psi-mi:"MI:1356"(validated two hybrid)	Haenig et al. (2020)	pubmed:32814053|imex:IM-28217|doi:10.1016/j.celrep.2020.108050	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-26239517|imex:IM-28217-69325	intact-miscore:0.56
uniprotkb:Q12986	uniprotkb:G5E9A7	intact:EBI-2130062|uniprotkb:A8K6H8|uniprotkb:Q5VXW6|uniprotkb:Q96EL5|uniprotkb:Q9BXI1	intact:EBI-10976677	psi-mi:nfx1_human(display_long)|uniprotkb:NFX2(gene name synonym)|uniprotkb:Nuclear transcription factor, X box-binding protein 1(gene name synonym)|uniprotkb:NFX1(gene name)|psi-mi:NFX1(display_short)	psi-mi:g5e9a7_human(display_long)|uniprotkb:DMWD(gene name)|psi-mi:DMWD(display_short)|uniprotkb:hCG_2039154(orf name)	psi-mi:"MI:0397"(two hybrid array)	Haenig et al. (2020)	pubmed:32814053|imex:IM-28217|doi:10.1016/j.celrep.2020.108050	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25841908|imex:IM-28217-29153	intact-miscore:0.56
uniprotkb:Q12986	uniprotkb:P54253	intact:EBI-2130062|uniprotkb:A8K6H8|uniprotkb:Q5VXW6|uniprotkb:Q96EL5|uniprotkb:Q9BXI1	intact:EBI-930964|uniprotkb:Q9UJG2|uniprotkb:Q9Y4J1|uniprotkb:Q17S02	psi-mi:nfx1_human(display_long)|uniprotkb:NFX2(gene name synonym)|uniprotkb:Nuclear transcription factor, X box-binding protein 1(gene name synonym)|uniprotkb:NFX1(gene name)|psi-mi:NFX1(display_short)	psi-mi:atx1_human(display_long)|uniprotkb:ATXN1(gene name)|psi-mi:ATXN1(display_short)|uniprotkb:ATX1(gene name synonym)|uniprotkb:SCA1(gene name synonym)|uniprotkb:Spinocerebellar ataxia type 1 protein(gene name synonym)	psi-mi:"MI:1356"(validated two hybrid)	Haenig et al. (2020)	pubmed:32814053|imex:IM-28217|doi:10.1016/j.celrep.2020.108050	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-26284228|imex:IM-28217-82087	intact-miscore:0.56
uniprotkb:Q12986	uniprotkb:P61088	intact:EBI-2130062|uniprotkb:A8K6H8|uniprotkb:Q5VXW6|uniprotkb:Q96EL5|uniprotkb:Q9BXI1	intact:EBI-1052908|uniprotkb:Q16781|uniprotkb:Q53Y81	psi-mi:nfx1_human(display_long)|uniprotkb:NFX2(gene name synonym)|uniprotkb:Nuclear transcription factor, X box-binding protein 1(gene name synonym)|uniprotkb:NFX1(gene name)|psi-mi:NFX1(display_short)	psi-mi:ube2n_human(display_long)|uniprotkb:BLU(gene name synonym)|uniprotkb:UbcH13(gene name synonym)|uniprotkb:E2 ubiquitin-conjugating enzyme N(gene name synonym)|uniprotkb:Ubiquitin-protein ligase N(gene name synonym)|uniprotkb:Ubiquitin carrier protein N(gene name synonym)|uniprotkb:Ubc13(gene name synonym)|uniprotkb:Bendless-like ubiquitin-conjugating enzyme(gene name synonym)|uniprotkb:UBE2N(gene name)|psi-mi:UBE2N(display_short)	psi-mi:"MI:0397"(two hybrid array)	-	pubmed:19690564|imex:IM-9597	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-2130060|imex:IM-9597-126	intact-miscore:0.37
uniprotkb:Q12986	uniprotkb:P62837	intact:EBI-2130062|uniprotkb:A8K6H8|uniprotkb:Q5VXW6|uniprotkb:Q96EL5|uniprotkb:Q9BXI1	intact:EBI-347677|uniprotkb:Q3MN78|uniprotkb:D3DQC9|dip:DIP-29267N|uniprotkb:P51669|uniprotkb:Q96RP6	psi-mi:nfx1_human(display_long)|uniprotkb:NFX2(gene name synonym)|uniprotkb:Nuclear transcription factor, X box-binding protein 1(gene name synonym)|uniprotkb:NFX1(gene name)|psi-mi:NFX1(display_short)	psi-mi:ub2d2_human(display_long)|uniprotkb:PUBC1(gene name synonym)|uniprotkb:p53-regulated ubiquitin-conjugating enzyme 1(gene name synonym)|uniprotkb:"(E3-independent) E2 ubiquitin-conjugating enzyme D2"(gene name synonym)|uniprotkb:E2 ubiquitin-conjugating enzyme D2(gene name synonym)|uniprotkb:UBC5B(gene name synonym)|uniprotkb:UBCH4(gene name synonym)|uniprotkb:UBE2D2(gene name)|psi-mi:UBE2D2(display_short)|uniprotkb:UBC4(gene name synonym)|uniprotkb:UBCH5B(gene name synonym)|uniprotkb:Ubiquitin-protein ligase D2(gene name synonym)|uniprotkb:Ubiquitin carrier protein D2(gene name synonym)|uniprotkb:Ubiquitin-conjugating enzyme E2-17 kDa 2(gene name synonym)|uniprotkb:"Ubiquitin-conjugating enzyme E2(17)KB 2"(gene name synonym)	psi-mi:"MI:0397"(two hybrid array)	-	pubmed:19690564|imex:IM-9597	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-2130609|imex:IM-9597-3	intact-miscore:0.37
uniprotkb:Q9VZF2	uniprotkb:Q9VGV7	intact:EBI-118895|uniprotkb:Q52KA5	intact:EBI-159078	psi-mi:q9vzf2_drome(display_long)|uniprotkb:cg15011(gene name)|psi-mi:cg15011(display_short)|uniprotkb:Dmel\CG15011(gene name synonym)|uniprotkb:CG15011(orf name)|uniprotkb:Dmel_CG15011(orf name)	psi-mi:q9vgv7_drome(display_long)|uniprotkb:Dmel\CG4570(gene name)|psi-mi:Dmel\CG4570(display_short)|uniprotkb:CG4570(orf name)|uniprotkb:Dmel_CG4570(orf name)	psi-mi:"MI:1112"(two hybrid prey pooling approach)	Hu, et al. (2017)	pubmed:unassigned1513|imex:IM-25777	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-15150533|imex:IM-25777-2319	intact-miscore:0.62
uniprotkb:Q9VZF2	uniprotkb:Q8T403	intact:EBI-118895|uniprotkb:Q52KA5	intact:EBI-94684	psi-mi:q9vzf2_drome(display_long)|uniprotkb:cg15011(gene name)|psi-mi:cg15011(display_short)|uniprotkb:Dmel\CG15011(gene name synonym)|uniprotkb:CG15011(orf name)|uniprotkb:Dmel_CG15011(orf name)	psi-mi:q8t403_drome(display_long)|uniprotkb:"BcDNA:AT23551"(gene name)|psi-mi:"BcDNA:AT23551"(display_short)|uniprotkb:"BEST:GH22513"(gene name synonym)|uniprotkb:Dmel\CG31740(gene name synonym)|uniprotkb:CG31740(orf name)|uniprotkb:Dmel_CG31740(orf name)	psi-mi:"MI:1112"(two hybrid prey pooling approach)	Hu, et al. (2017)	pubmed:unassigned1513|imex:IM-25777	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-15155769|imex:IM-25777-2853	intact-miscore:0.49
uniprotkb:Q9VZF2	uniprotkb:P23792	intact:EBI-118895|uniprotkb:Q52KA5	intact:EBI-152064|uniprotkb:Q9VXJ4|uniprotkb:Q53YG0	psi-mi:q9vzf2_drome(display_long)|uniprotkb:cg15011(gene name)|psi-mi:cg15011(display_short)|uniprotkb:Dmel\CG15011(gene name synonym)|uniprotkb:CG15011(orf name)|uniprotkb:Dmel_CG15011(orf name)	psi-mi:disc_drome(display_long)|uniprotkb:disco(gene name)|psi-mi:disco(display_short)|uniprotkb:CG9908(orf name)	psi-mi:"MI:1112"(two hybrid prey pooling approach)	Hu, et al. (2017)	pubmed:unassigned1513|imex:IM-25777	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-15168968|imex:IM-25777-3855	intact-miscore:0.49
uniprotkb:Q9VZF2	uniprotkb:Q8T4H6	intact:EBI-118895|uniprotkb:Q52KA5	intact:EBI-15140266|uniprotkb:Q9VII4	psi-mi:q9vzf2_drome(display_long)|uniprotkb:cg15011(gene name)|psi-mi:cg15011(display_short)|uniprotkb:Dmel\CG15011(gene name synonym)|uniprotkb:CG15011(orf name)|uniprotkb:Dmel_CG15011(orf name)	psi-mi:q8t4h6_drome(display_long)|uniprotkb:Dmel\CG14402(gene name)|psi-mi:Dmel\CG14402(display_short)|uniprotkb:"BcDNA:AT08210"(gene name synonym)|uniprotkb:CG14402(orf name)|uniprotkb:Dmel_CG14402(orf name)	psi-mi:"MI:1112"(two hybrid prey pooling approach)	Hu, et al. (2017)	pubmed:unassigned1513|imex:IM-25777	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-15178098|imex:IM-25777-3963	intact-miscore:0.49
uniprotkb:Q9VZF2	uniprotkb:Q9VGV7	intact:EBI-118895|uniprotkb:Q52KA5	intact:EBI-159078	psi-mi:q9vzf2_drome(display_long)|uniprotkb:cg15011(gene name)|psi-mi:cg15011(display_short)|uniprotkb:Dmel\CG15011(gene name synonym)|uniprotkb:CG15011(orf name)|uniprotkb:Dmel_CG15011(orf name)	psi-mi:q9vgv7_drome(display_long)|uniprotkb:Dmel\CG4570(gene name)|psi-mi:Dmel\CG4570(display_short)|uniprotkb:CG4570(orf name)|uniprotkb:Dmel_CG4570(orf name)	psi-mi:"MI:0397"(two hybrid array)	Hu, et al. (2017)	pubmed:unassigned1513|imex:IM-25777	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-15150543|imex:IM-25777-4573	intact-miscore:0.62
uniprotkb:Q9VZF2	uniprotkb:Q8T403	intact:EBI-118895|uniprotkb:Q52KA5	intact:EBI-94684	psi-mi:q9vzf2_drome(display_long)|uniprotkb:cg15011(gene name)|psi-mi:cg15011(display_short)|uniprotkb:Dmel\CG15011(gene name synonym)|uniprotkb:CG15011(orf name)|uniprotkb:Dmel_CG15011(orf name)	psi-mi:q8t403_drome(display_long)|uniprotkb:"BcDNA:AT23551"(gene name)|psi-mi:"BcDNA:AT23551"(display_short)|uniprotkb:"BEST:GH22513"(gene name synonym)|uniprotkb:Dmel\CG31740(gene name synonym)|uniprotkb:CG31740(orf name)|uniprotkb:Dmel_CG31740(orf name)	psi-mi:"MI:0397"(two hybrid array)	Hu, et al. (2017)	pubmed:unassigned1513|imex:IM-25777	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-15155779|imex:IM-25777-5957	intact-miscore:0.49
uniprotkb:Q9VZF2	uniprotkb:P23792	intact:EBI-118895|uniprotkb:Q52KA5	intact:EBI-152064|uniprotkb:Q9VXJ4|uniprotkb:Q53YG0	psi-mi:q9vzf2_drome(display_long)|uniprotkb:cg15011(gene name)|psi-mi:cg15011(display_short)|uniprotkb:Dmel\CG15011(gene name synonym)|uniprotkb:CG15011(orf name)|uniprotkb:Dmel_CG15011(orf name)	psi-mi:disc_drome(display_long)|uniprotkb:disco(gene name)|psi-mi:disco(display_short)|uniprotkb:CG9908(orf name)	psi-mi:"MI:0397"(two hybrid array)	Hu, et al. (2017)	pubmed:unassigned1513|imex:IM-25777	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-15168978|imex:IM-25777-1627	intact-miscore:0.49
uniprotkb:Q9VZF2	uniprotkb:Q8T4H6	intact:EBI-118895|uniprotkb:Q52KA5	intact:EBI-15140266|uniprotkb:Q9VII4	psi-mi:q9vzf2_drome(display_long)|uniprotkb:cg15011(gene name)|psi-mi:cg15011(display_short)|uniprotkb:Dmel\CG15011(gene name synonym)|uniprotkb:CG15011(orf name)|uniprotkb:Dmel_CG15011(orf name)	psi-mi:q8t4h6_drome(display_long)|uniprotkb:Dmel\CG14402(gene name)|psi-mi:Dmel\CG14402(display_short)|uniprotkb:"BcDNA:AT08210"(gene name synonym)|uniprotkb:CG14402(orf name)|uniprotkb:Dmel_CG14402(orf name)	psi-mi:"MI:0397"(two hybrid array)	Hu, et al. (2017)	pubmed:unassigned1513|imex:IM-25777	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	taxid:7227(drome)|taxid:7227("Drosophila melanogaster (Fruit fly)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-15178108|imex:IM-25777-761	intact-miscore:0.49
uniprotkb:Q9SY59	uniprotkb:Q8VWG0	intact:EBI-15201298	intact:EBI-15194347	psi-mi:nfxl1_arath(display_long)|uniprotkb:NFXL1(gene name)|psi-mi:NFXL1(display_short)|uniprotkb:F14N23.5(orf name)|uniprotkb:At1g10170(locus name)	psi-mi:q8vwg0_arath(display_long)|uniprotkb:AtbZIP52(gene name)|psi-mi:AtbZIP52(display_short)|uniprotkb:bZIP52(gene name synonym)|uniprotkb:basic leucine-zipper 52(gene name synonym)|uniprotkb:F4H5.7(orf name)|uniprotkb:F4H5_7(orf name)|uniprotkb:At1g06850(locus name)	psi-mi:"MI:2277"(Cr-two hybrid)	Trigg et al. (2017)	doi:10.1038/nmeth.4343|pubmed:28650476|imex:IM-25740	taxid:3702(arath)|taxid:3702("Arabidopsis thaliana (Mouse-ear cress)")	taxid:3702(arath)|taxid:3702("Arabidopsis thaliana (Mouse-ear cress)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-15373416|imex:IM-25740-3855	intact-miscore:0.37
uniprotkb:P53971	uniprotkb:P19524	intact:EBI-28638|uniprotkb:D6W1F6	intact:EBI-11659|uniprotkb:D6W323	psi-mi:fap1_yeast(display_long)|uniprotkb:N2812(orf name)|uniprotkb:YNL023C(locus name)|uniprotkb:FAP1(gene name)|psi-mi:FAP1(display_short)	psi-mi:myo2_yeast(display_long)|uniprotkb:Class V unconventional myosin MYO2(gene name synonym)|uniprotkb:Type V myosin heavy chain MYO2(gene name synonym)|uniprotkb:Cell division control protein 66(gene name synonym)|uniprotkb:MYO2(gene name)|psi-mi:MYO2(display_short)|uniprotkb:CDC66(gene name synonym)|uniprotkb:YOR326W(locus name)|uniprotkb:O6167(orf name)	psi-mi:"MI:0676"(tandem affinity purification)	Krogan et al. (2006)	pubmed:16554755|imex:IM-15332|mint:MINT-5218454	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT)	intact:EBI-8009925|mint:MINT-2357859|imex:IM-15332-20412	intact-miscore:0.40
uniprotkb:P53971	uniprotkb:P20081	intact:EBI-28638|uniprotkb:D6W1F6	intact:EBI-6961|uniprotkb:D6W147	psi-mi:fap1_yeast(display_long)|uniprotkb:N2812(orf name)|uniprotkb:YNL023C(locus name)|uniprotkb:FAP1(gene name)|psi-mi:FAP1(display_short)	psi-mi:fkbp_yeast(display_long)|uniprotkb:Peptidyl-prolyl cis-trans isomerase(gene name synonym)|uniprotkb:Rapamycin-binding protein(gene name synonym)|uniprotkb:RBP1(gene name synonym)|uniprotkb:N1213(orf name)|uniprotkb:N1845(orf name)|uniprotkb:YNL135C(locus name)|uniprotkb:FPR1(gene name)|psi-mi:FPR1(display_short)|uniprotkb:FKB1(gene name synonym)	psi-mi:"MI:0363"(inferred by author)	Krogan et al. (2006)	pubmed:16554755|imex:IM-15332|mint:MINT-5218454	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT)	intact:EBI-8222903|mint:MINT-2782097|imex:IM-15332-24534	intact-miscore:0.61
uniprotkb:P53971	uniprotkb:P10663	intact:EBI-28638|uniprotkb:D6W1F6	intact:EBI-16241|uniprotkb:D6W4G7	psi-mi:fap1_yeast(display_long)|uniprotkb:N2812(orf name)|uniprotkb:YNL023C(locus name)|uniprotkb:FAP1(gene name)|psi-mi:FAP1(display_short)	psi-mi:rt02_yeast(display_long)|uniprotkb:Mitochondrial small ribosomal subunit protein uS14m(gene name synonym)|uniprotkb:P9325.7(orf name)|uniprotkb:YPR166C(locus name)|uniprotkb:MRP2(gene name)|psi-mi:MRP2(display_short)	psi-mi:"MI:0363"(inferred by author)	Krogan et al. (2006)	pubmed:16554755|imex:IM-15332|mint:MINT-5218454	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT)	intact:EBI-8222903|mint:MINT-2782097|imex:IM-15332-24534	intact-miscore:0.22
uniprotkb:P53971	uniprotkb:P40449	intact:EBI-28638|uniprotkb:D6W1F6	intact:EBI-25311|uniprotkb:D6VVC5	psi-mi:fap1_yeast(display_long)|uniprotkb:N2812(orf name)|uniprotkb:YNL023C(locus name)|uniprotkb:FAP1(gene name)|psi-mi:FAP1(display_short)	psi-mi:yiq1_yeast(display_long)|uniprotkb:YIL161W(locus name)	psi-mi:"MI:0363"(inferred by author)	Krogan et al. (2006)	pubmed:16554755|imex:IM-15332|mint:MINT-5218454	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	taxid:559292(yeast)|taxid:559292(Saccharomyces cerevisiae)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT)	intact:EBI-8222903|mint:MINT-2782097|imex:IM-15332-24534	intact-miscore:0.63
